Vino_ID;fixed acidity;volatile acidity;residual sugar;chlorides;total sulfur dioxide;density;alcohol;quality
Vino_3045;6.0;0.27;14.7;0.044;144.0;0.99666;10.3;6
Vino_3046;5.7;0.12;5.5;0.034;99.0;0.99324;9.9;6
Vino_3047;6.9;0.24;6.1;0.027;112.0;0.99086;12.4;6
Vino_3048;7.7;0.18;1.2;0.041;167.0;0.9908;11.9;5
Vino_3049;7.1;0.17;1.3;0.023;132.0;0.99067;11.7;6
Vino_3050;7.5;0.33;8.7;0.126;199.0;0.99711;9.4;5
Vino_3051;6.2;0.255;1.7;0.039;272.0;0.99452;9.6;4
Vino_3052;7.5;0.33;8.7;0.126;199.0;0.99711;9.4;5
Vino_3053;5.6;0.2;10.2;0.043;175.0;0.9945;10.4;7
Vino_3054;7.6;0.17;4.5;0.042;102.0;0.99427;9.5;5
Vino_3055;5.8;0.15;5.9;0.036;73.0;0.99152;11.9;6
Vino_3056;6.3;0.25;1.7;0.024;116.0;0.98935;12.5;6
Vino_3057;6.9;0.28;1.4;0.016;55.0;0.98876;13.4;5
Vino_3058;7.2;0.27;5.4;0.026;114.0;0.99174;12.7;5
Vino_3059;6.2;0.25;7.9;0.045;208.0;0.99572;9.1;5
Vino_3060;8.5;0.19;1.1;0.026;58.0;0.99184;10.5;6
Vino_3061;6.2;0.25;7.0;0.046;176.0;0.99454;10.4;5
Vino_3062;6.2;0.25;7.0;0.046;176.0;0.99454;10.4;5
Vino_3063;6.8;0.28;7.6;0.03;110.0;0.99164;12.5;8
Vino_3064;6.2;0.25;7.0;0.046;176.0;0.99454;10.4;5
Vino_3065;7.4;0.21;12.3;0.038;183.0;0.99778;9.0;5
Vino_3066;7.0;0.15;15.3;0.045;120.0;0.9975;9.8;6
Vino_3067;7.4;0.21;12.3;0.038;183.0;0.99778;9.0;5
Vino_3068;7.3;0.28;1.2;0.033;142.0;0.99205;10.7;4
Vino_3069;6.1;0.18;2.3;0.033;111.0;0.98962;12.4;6
Vino_3070;7.0;0.53;6.1;0.029;76.0;0.99118;12.5;8
Vino_3071;6.8;0.28;7.6;0.03;110.0;0.99164;12.5;8
Vino_3072;6.5;0.36;10.2;0.028;82.0;0.99274;12.1;7
Vino_3073;7.5;0.25;4.1;0.041;163.0;0.99184;11.3;6
Vino_3074;6.7;0.24;2.9;0.039;122.0;0.99052;12.0;5
Vino_3075;6.6;0.25;8.5;0.042;141.0;0.99546;10.4;5
Vino_3076;6.4;0.15;1.5;0.042;87.0;0.98972;12.2;7
Vino_3077;6.3;0.28;3.1;0.039;115.0;0.9942;8.6;5
Vino_3078;6.2;0.25;7.9;0.045;208.0;0.99572;9.1;5
Vino_3079;7.1;0.28;3.5;0.028;91.0;0.99022;12.1;5
Vino_3080;6.6;0.35;4.9;0.032;125.0;0.99253;12.0;5
Vino_3081;8.5;0.19;1.1;0.026;58.0;0.99184;10.5;6
Vino_3082;6.2;0.25;7.0;0.046;176.0;0.99454;10.4;5
Vino_3083;6.0;0.35;1.2;0.029;102.0;0.9903;11.9;6
Vino_3084;5.8;0.31;4.5;0.024;94.0;0.98906;13.7;7
Vino_3085;6.6;0.17;2.6;0.03;78.0;0.99146;11.3;6
Vino_3086;8.5;0.23;9.9;0.036;88.0;0.9951;10.5;6
Vino_3087;5.8;0.31;4.5;0.024;94.0;0.98906;13.7;7
Vino_3088;6.1;0.2;9.5;0.041;201.0;0.995;10.1;3
Vino_3089;6.3;0.37;1.5;0.024;76.0;0.98876;12.3;6
Vino_3090;6.2;0.36;3.2;0.031;89.0;0.98956;12.0;7
Vino_3091;6.6;0.17;2.6;0.03;78.0;0.99146;11.3;6
Vino_3092;6.3;0.28;11.2;0.04;183.0;0.99592;9.5;6
Vino_3093;7.6;0.27;3.2;0.043;152.0;0.99129;11.4;6
Vino_3094;7.0;0.25;2.3;0.045;118.0;0.99064;11.9;7
Vino_3095;9.7;0.24;4.9;0.032;18.0;0.99368;10.0;6
Vino_3096;9.7;0.24;4.9;0.032;18.0;0.99368;10.0;6
Vino_3097;6.8;0.13;1.4;0.034;102.0;0.99121;11.3;7
Vino_3098;6.6;0.78;1.5;0.045;133.0;0.99104;11.7;5
Vino_3099;5.1;0.33;6.7;0.022;129.0;0.99221;11.0;7
Vino_3100;6.7;0.34;2.1;0.033;111.0;0.98924;12.2;7
Vino_3101;6.7;0.14;4.3;0.028;124.0;0.99176;10.7;7
Vino_3102;7.0;0.26;10.9;0.038;84.0;0.99432;10.9;6
Vino_3103;6.5;0.29;7.0;0.04;113.0;0.99366;10.2;6
Vino_3104;7.0;0.25;2.3;0.045;118.0;0.99064;11.9;7
Vino_3105;7.6;0.21;2.5;0.047;130.0;0.99178;11.1;5
Vino_3106;7.7;0.26;2.6;0.045;159.0;0.99126;11.2;6
Vino_3107;7.6;0.27;3.2;0.043;152.0;0.99129;11.4;6
Vino_3108;7.7;0.25;2.5;0.047;169.0;0.99252;10.6;6
Vino_3109;7.6;0.35;14.7;0.047;151.0;0.99709;10.3;5
Vino_3110;6.9;0.3;4.5;0.054;203.0;0.99513;10.4;4
Vino_3111;6.7;0.24;2.2;0.033;111.0;0.99045;11.9;6
Vino_3112;6.5;0.23;1.9;0.036;98.0;0.99;11.9;7
Vino_3113;7.6;0.23;1.6;0.043;129.0;0.99305;10.4;5
Vino_3114;6.5;0.24;17.3;0.052;126.0;0.99888;9.2;6
Vino_3115;6.3;0.17;4.2;0.04;117.0;0.99182;11.3;6
Vino_3116;6.3;0.17;4.2;0.04;117.0;0.99182;11.3;6
Vino_3117;6.7;0.21;2.5;0.034;89.0;0.9913;11.0;7
Vino_3118;6.5;0.23;1.9;0.036;98.0;0.99;11.9;7
Vino_3119;5.9;0.28;1.4;0.031;147.0;0.98836;12.9;7
Vino_3120;5.9;0.19;0.8;0.027;21.0;0.9897;10.8;5
Vino_3121;6.2;0.25;8.0;0.049;206.0;0.99586;9.1;6
Vino_3122;7.6;0.23;1.6;0.043;129.0;0.99305;10.4;5
Vino_3123;5.6;0.18;1.7;0.03;103.0;0.98892;12.9;6
Vino_3124;5.5;0.18;5.5;0.037;86.0;0.99156;12.2;5
Vino_3125;6.5;0.24;17.3;0.052;126.0;0.99888;9.2;6
Vino_3126;7.4;0.23;8.6;0.052;150.0;0.99534;10.3;5
Vino_3127;7.2;0.17;6.9;0.059;128.0;0.99322;11.0;7
Vino_3128;7.6;0.3;2.1;0.043;98.0;0.99296;11.0;5
Vino_3129;5.0;0.24;2.2;0.039;100.0;0.99098;11.7;6
Vino_3130;6.1;0.21;1.5;0.039;122.0;0.98972;12.0;6
Vino_3131;6.5;0.33;2.5;0.047;148.0;0.98964;12.7;6
Vino_3132;6.3;0.35;17.6;0.061;198.0;0.99918;8.8;5
Vino_3133;6.3;0.17;4.2;0.04;117.0;0.99182;11.3;6
Vino_3134;6.6;0.25;2.9;0.034;121.0;0.99008;12.8;6
Vino_3135;6.5;0.16;4.8;0.043;114.0;0.992;11.2;6
Vino_3136;6.6;0.39;11.9;0.057;221.0;0.99851;8.9;6
Vino_3137;5.6;0.19;0.9;0.04;103.0;0.99026;11.2;5
Vino_3138;6.2;0.25;1.3;0.051;135.0;0.9906;11.1;6
Vino_3139;6.9;0.22;6.4;0.042;115.0;0.99293;10.8;6
Vino_3140;6.2;0.19;4.3;0.045;126.0;0.99658;9.3;6
Vino_3141;6.6;0.39;11.9;0.057;221.0;0.99851;8.9;6
Vino_3142;5.9;0.33;8.1;0.038;34.0;0.9911;12.7;7
Vino_3143;7.8;0.17;1.3;0.045;140.0;0.9904;12.0;6
Vino_3144;5.5;0.19;0.9;0.04;103.0;0.99026;11.2;5
Vino_3145;6.2;0.23;17.2;0.039;130.0;0.99946;8.8;6
Vino_3146;6.2;0.23;17.2;0.039;130.0;0.99946;8.8;6
Vino_3147;6.2;0.23;17.2;0.039;130.0;0.99946;8.8;6
Vino_3148;7.2;0.32;8.7;0.038;154.0;0.99568;10.4;6
Vino_3149;6.2;0.23;17.2;0.039;130.0;0.99946;8.8;6
Vino_3150;7.2;0.32;8.7;0.038;154.0;0.99568;10.4;6
Vino_3151;5.8;0.39;7.5;0.027;88.0;0.9907;14.0;6
Vino_3152;6.2;0.23;17.2;0.039;130.0;0.99946;8.8;6
Vino_3153;7.6;0.25;4.6;0.035;294.0;0.99018;13.1;6
Vino_3154;5.8;0.29;3.7;0.029;88.0;0.98994;12.3;6
Vino_3155;7.2;0.4;2.2;0.03;109.0;0.99075;12.6;6
Vino_3156;6.8;0.39;7.4;0.02;133.0;0.99212;12.0;7
Vino_3157;6.1;0.17;15.1;0.033;124.0;0.99684;9.5;5
Vino_3158;6.8;0.39;7.4;0.02;133.0;0.99212;12.0;7
Vino_3159;7.1;0.36;4.8;0.019;114.0;0.99036;12.7;7
Vino_3160;6.9;0.19;7.9;0.042;130.0;0.99456;10.5;6
Vino_3161;6.5;0.34;1.0;0.023;80.0;0.98865;12.9;6
Vino_3162;6.1;0.17;15.1;0.033;124.0;0.99684;9.5;5
Vino_3163;6.8;0.39;7.4;0.02;133.0;0.99212;12.0;7
Vino_3164;7.1;0.36;4.8;0.019;114.0;0.99036;12.7;7
Vino_3165;7.8;0.3;4.6;0.024;198.0;0.99222;11.9;6
Vino_3166;6.1;0.68;1.4;0.037;123.0;0.99022;12.0;6
Vino_3167;5.2;0.34;6.2;0.031;133.0;0.99076;12.5;6
Vino_3168;5.6;0.28;6.1;0.034;118.0;0.99144;12.1;7
Vino_3169;6.2;0.19;5.1;0.019;82.0;0.98961;12.5;6
Vino_3170;5.7;0.16;6.3;0.043;113.0;0.9936;9.9;6
Vino_3171;7.6;0.17;0.9;0.036;147.0;0.99126;10.7;6
Vino_3172;7.3;0.2;2.3;0.048;87.0;0.99044;12.0;6
Vino_3173;6.7;0.33;6.6;0.042;116.0;0.99123;12.2;8
Vino_3174;6.7;0.33;7.5;0.036;124.0;0.99123;12.4;8
Vino_3175;6.9;0.36;8.6;0.038;125.0;0.9916;12.4;8
Vino_3176;7.8;0.21;11.9;0.039;140.0;0.9959;10.3;6
Vino_3177;7.3;0.2;2.3;0.048;87.0;0.99044;12.0;6
Vino_3178;5.6;0.41;7.1;0.05;154.0;0.9931;10.5;5
Vino_3179;7.6;0.15;4.3;0.051;98.0;0.99422;9.5;6
Vino_3180;8.5;0.2;1.1;0.046;106.0;0.99194;10.5;4
Vino_3181;6.5;0.24;1.0;0.027;90.0;0.98926;12.3;6
Vino_3182;8.3;0.16;7.9;0.025;107.0;0.99306;11.9;6
Vino_3183;5.5;0.12;1.0;0.038;131.0;0.99164;9.8;5
Vino_3184;6.5;0.24;1.0;0.027;90.0;0.98926;12.3;6
Vino_3185;6.2;0.1;1.0;0.04;76.0;0.98988;11.4;7
Vino_3186;6.5;0.21;7.3;0.041;115.0;0.99268;11.0;6
Vino_3187;8.7;0.3;1.7;0.046;70.0;0.99373;10.8;4
Vino_3188;6.7;0.18;1.3;0.027;125.0;0.98939;12.8;7
Vino_3189;7.0;0.17;6.4;0.055;123.0;0.99318;11.0;8
Vino_3190;6.6;0.19;1.8;0.035;148.0;0.99196;10.2;5
Vino_3191;5.8;0.28;1.5;0.026;114.0;0.98952;12.5;7
Vino_3192;7.6;0.24;3.8;0.037;146.0;0.9911;11.6;6
Vino_3193;8.3;0.16;7.9;0.025;107.0;0.99306;11.9;6
Vino_3194;5.5;0.12;1.0;0.038;131.0;0.99164;9.8;5
Vino_3195;5.7;0.16;1.2;0.036;89.0;0.99111;11.0;5
Vino_3196;7.0;0.21;5.3;0.037;123.0;0.99321;10.9;6
Vino_3197;6.4;0.22;9.1;0.044;127.0;0.99326;11.0;7
Vino_3198;7.9;0.34;6.5;0.027;126.0;0.99124;12.5;6
Vino_3199;6.4;0.22;9.1;0.044;127.0;0.99326;11.0;7
Vino_3200;6.8;0.21;6.3;0.032;121.0;0.99214;12.0;7
Vino_3201;5.2;0.31;5.1;0.031;145.0;0.9897;12.4;7
Vino_3202;7.9;0.34;6.5;0.027;126.0;0.99124;12.5;6
Vino_3203;5.6;0.42;2.4;0.022;97.0;0.98915;12.8;7
Vino_3204;6.4;0.22;9.1;0.044;127.0;0.99326;11.0;7
Vino_3205;6.8;0.28;7.5;0.035;177.0;0.99692;9.1;5
Vino_3206;6.8;0.45;5.0;0.033;156.0;0.991;12.4;7
Vino_3207;6.6;0.29;6.75;0.031;98.0;0.9913;12.9;7
Vino_3208;6.8;0.21;1.2;0.045;126.0;0.99234;10.9;6
Vino_3209;6.8;0.25;1.6;0.045;164.0;0.99402;10.8;5
Vino_3210;6.4;0.21;16.05;0.04;142.0;0.99678;10.6;5
Vino_3211;5.8;0.33;5.0;0.053;106.0;0.99458;9.0;5
Vino_3212;8.2;0.3;12.4;0.043;154.0;0.99452;12.0;6
Vino_3213;6.4;0.24;0.95;0.041;131.0;0.99033;11.8;5
Vino_3214;7.5;0.18;4.6;0.041;158.0;0.9927;10.6;6
Vino_3215;5.2;0.335;1.7;0.033;74.0;0.99002;12.3;6
Vino_3216;7.1;0.14;1.0;0.104;54.0;0.99057;11.5;6
Vino_3217;7.2;0.13;1.3;0.044;111.0;0.99127;11.1;5
Vino_3218;5.8;0.33;5.0;0.053;106.0;0.99458;9.0;5
Vino_3219;6.5;0.29;2.5;0.142;111.0;0.9927;9.9;4
Vino_3220;6.2;0.35;2.6;0.036;92.0;0.98938;12.8;7
Vino_3221;9.0;0.38;2.1;0.102;76.0;0.99001;12.9;5
Vino_3222;6.6;0.24;12.75;0.034;74.0;0.99386;12.9;6
Vino_3223;6.6;0.16;1.1;0.037;115.0;0.9899;12.0;6
Vino_3224;8.2;0.3;12.4;0.043;154.0;0.99452;12.0;6
Vino_3225;5.7;0.15;3.7;0.045;151.0;0.9913;11.2;6
Vino_3226;6.6;0.33;2.65;0.041;86.0;0.98916;13.3;7
Vino_3227;5.7;0.2;2.5;0.046;125.0;0.99276;9.9;6
Vino_3228;6.8;0.27;8.2;0.055;192.0;0.99586;9.5;6
Vino_3229;6.8;0.27;7.3;0.054;200.0;0.99556;9.4;6
Vino_3230;6.2;0.2;1.1;0.047;119.0;0.99158;11.0;7
Vino_3231;6.7;0.13;6.6;0.056;150.0;0.99548;9.4;6
Vino_3232;6.8;0.21;7.0;0.038;107.0;0.99206;11.5;6
Vino_3233;6.7;0.31;14.5;0.038;79.0;0.99412;12.5;5
Vino_3234;6.2;0.2;11.8;0.035;93.0;0.99364;11.9;6
Vino_3235;6.6;0.25;3.0;0.054;141.0;0.99338;10.4;6
Vino_3236;5.7;0.15;3.7;0.045;151.0;0.9913;11.2;6
Vino_3237;6.9;0.22;6.0;0.035;141.0;0.99123;12.5;6
Vino_3238;6.4;0.23;4.6;0.039;147.0;0.99216;11.0;7
Vino_3239;7.6;0.27;2.5;0.059;115.0;0.99328;9.8;5
Vino_3240;6.6;0.34;3.3;0.034;99.0;0.99031;12.3;7
Vino_3241;6.4;0.16;1.0;0.036;113.0;0.9908;11.0;6
Vino_3242;5.8;0.3;1.1;0.036;113.0;0.98871;12.6;7
Vino_3243;7.0;0.29;1.4;0.036;109.0;0.99119;11.6;6
Vino_3244;6.6;0.34;3.3;0.034;99.0;0.99031;12.3;7
Vino_3245;6.7;0.21;8.55;0.02;86.0;0.99146;13.4;7
Vino_3246;7.6;0.27;2.5;0.059;115.0;0.99328;9.8;5
Vino_3247;6.8;0.22;6.7;0.034;116.0;0.99245;11.5;6
Vino_3248;7.7;0.27;3.8;0.037;139.0;0.99116;11.6;6
Vino_3249;6.4;0.25;4.5;0.039;147.0;0.9921;11.1;7
Vino_3250;6.4;0.23;4.6;0.039;147.0;0.99216;11.0;7
Vino_3251;6.7;0.13;4.2;0.043;131.0;0.99162;11.3;6
Vino_3252;6.7;0.24;11.3;0.043;173.0;0.99632;9.9;6
Vino_3253;7.1;0.26;5.5;0.025;105.0;0.99082;12.6;8
Vino_3254;5.3;0.3;4.2;0.029;100.0;0.9905;11.8;8
Vino_3255;7.1;0.38;2.2;0.042;201.0;0.99177;11.4;5
Vino_3256;7.4;0.19;14.5;0.045;193.0;0.9986;9.2;6
Vino_3257;7.4;0.19;14.5;0.045;193.0;0.9986;9.2;6
Vino_3258;7.4;0.19;14.5;0.045;193.0;0.9986;9.2;6
Vino_3259;7.4;0.19;14.5;0.045;193.0;0.9986;9.2;6
Vino_3260;7.4;0.19;14.5;0.045;193.0;0.9986;9.2;6
Vino_3261;7.4;0.19;14.5;0.045;193.0;0.9986;9.2;6
Vino_3262;6.3;0.32;1.5;0.03;101.0;0.98923;13.0;5
Vino_3263;7.6;0.19;18.75;0.047;193.0;1.00014;9.3;7
Vino_3264;6.5;0.26;3.6;0.03;92.0;0.99026;12.6;8
Vino_3265;5.9;0.24;1.4;0.035;247.0;0.99358;9.6;6
Vino_3266;4.2;0.215;5.1;0.041;157.0;0.99688;8.0;3
Vino_3267;8.1;0.24;10.5;0.03;105.0;0.99407;11.8;6
Vino_3268;5.8;0.23;2.0;0.043;154.0;0.99226;10.2;6
Vino_3269;7.5;0.33;2.6;0.051;126.0;0.99097;12.7;6
Vino_3270;6.6;0.38;9.2;0.061;214.0;0.9976;9.4;5
Vino_3271;6.4;0.15;1.8;0.044;115.0;0.99166;10.2;5
Vino_3272;6.5;0.32;5.7;0.044;91.0;0.99184;12.0;7
Vino_3273;7.5;0.22;2.4;0.045;100.0;0.99135;11.3;7
Vino_3274;6.4;0.23;1.9;0.038;118.0;0.99074;11.8;7
Vino_3275;6.1;0.22;1.4;0.039;129.0;0.99193;10.9;5
Vino_3276;6.5;0.48;0.9;0.043;99.0;0.99226;9.8;4
Vino_3277;6.6;0.23;4.6;0.06;154.0;0.99142;12.2;8
Vino_3278;6.4;0.16;1.4;0.057;125.0;0.99091;11.1;7
Vino_3279;6.6;0.38;9.2;0.061;214.0;0.9976;9.4;5
Vino_3280;7.4;0.16;1.4;0.065;140.0;0.99134;11.4;6
Vino_3281;6.4;0.15;1.8;0.044;115.0;0.99166;10.2;5
Vino_3282;6.5;0.32;2.3;0.051;127.0;0.98964;12.8;6
Vino_3283;6.7;0.12;2.3;0.039;125.0;0.99229;10.1;7
Vino_3284;6.6;0.2;4.4;0.184;168.0;0.99396;9.4;6
Vino_3285;8.0;0.34;6.4;0.035;103.0;0.99148;12.2;6
Vino_3286;6.8;0.21;2.9;0.046;121.0;0.9913;10.9;7
Vino_3287;6.8;0.23;2.8;0.047;122.0;0.99126;10.9;7
Vino_3288;6.8;0.21;2.9;0.046;121.0;0.9913;10.9;7
Vino_3289;6.6;0.2;4.4;0.184;168.0;0.99396;9.4;6
Vino_3290;6.6;0.28;8.2;0.044;196.0;0.99562;9.4;5
Vino_3291;7.8;0.25;1.0;0.043;80.0;0.99128;11.4;5
Vino_3292;5.6;0.12;2.9;0.044;73.0;0.98896;12.9;8
Vino_3293;6.6;0.28;7.0;0.046;194.0;0.99558;9.4;5
Vino_3294;6.8;0.17;1.8;0.04;84.0;0.98961;12.0;7
Vino_3295;7.3;0.25;1.5;0.043;113.0;0.99338;10.1;6
Vino_3296;6.6;0.28;7.0;0.046;194.0;0.99558;9.4;5
Vino_3297;6.6;0.28;8.2;0.044;196.0;0.99562;9.4;5
Vino_3298;6.5;0.25;7.6;0.047;184.0;0.99572;9.2;5
Vino_3299;6.3;0.24;2.3;0.039;109.0;0.99056;11.8;6
Vino_3300;6.8;0.32;8.7;0.029;105.0;0.99146;12.3;7
Vino_3301;7.8;0.25;1.0;0.043;80.0;0.99128;11.4;5
Vino_3302;5.6;0.12;2.9;0.044;73.0;0.98896;12.9;8
Vino_3303;6.6;0.24;6.7;0.032;91.0;0.99172;12.3;6
Vino_3304;6.3;0.22;5.0;0.032;93.0;0.99012;13.5;7
Vino_3305;6.0;0.32;1.9;0.033;142.0;0.98912;12.8;7
Vino_3306;6.3;0.19;2.0;0.022;96.0;0.98902;12.8;7
Vino_3307;6.0;0.32;1.9;0.033;142.0;0.98912;12.8;7
Vino_3308;9.4;0.24;8.5;0.037;208.0;0.99395;11.0;3
Vino_3309;6.4;0.35;12.6;0.039;124.0;0.99539;10.6;6
Vino_3310;6.7;0.46;5.2;0.039;96.0;0.99129;12.4;7
Vino_3311;6.3;0.3;2.1;0.048;142.0;0.98956;12.9;7
Vino_3312;6.0;0.19;1.1;0.047;152.0;0.9916;11.1;7
Vino_3313;5.9;0.24;1.3;0.032;95.0;0.98889;12.9;7
Vino_3314;7.3;0.145;1.1;0.042;64.0;0.99012;11.8;7
Vino_3315;6.6;0.435;9.2;0.058;243.0;0.99833;9.1;6
Vino_3316;5.8;0.18;1.2;0.036;74.0;0.98853;12.7;7
Vino_3317;5.8;0.18;1.1;0.036;96.0;0.98942;12.0;6
Vino_3318;5.6;0.32;8.3;0.043;105.0;0.99266;11.2;6
Vino_3319;6.6;0.16;1.8;0.042;105.0;0.98962;12.4;7
Vino_3320;5.1;0.21;1.4;0.047;148.0;0.99168;10.4;5
Vino_3321;7.5;0.29;15.7;0.05;124.0;0.9968;10.4;5
Vino_3322;6.0;0.26;4.35;0.04;80.0;0.98934;12.7;6
Vino_3323;5.7;0.26;1.8;0.039;105.0;0.98995;12.5;7
Vino_3324;7.1;0.17;1.6;0.037;103.0;0.991;12.0;6
Vino_3325;6.9;0.17;2.0;0.047;117.0;0.99152;11.6;6
Vino_3326;6.8;0.25;5.0;0.035;126.0;0.99048;12.6;7
Vino_3327;6.6;0.17;1.8;0.042;178.0;0.99204;10.2;5
Vino_3328;5.8;0.17;1.3;0.036;70.0;0.99202;10.4;7
Vino_3329;6.4;0.24;1.0;0.038;122.0;0.9906;11.5;5
Vino_3330;6.7;0.21;1.4;0.049;112.0;0.99091;11.0;6
Vino_3331;6.7;0.23;8.1;0.048;176.0;0.99472;10.1;6
Vino_3332;6.8;0.23;8.6;0.046;159.0;0.99452;10.5;6
Vino_3333;6.5;0.22;3.7;0.059;151.0;0.99177;12.1;7
Vino_3334;5.1;0.165;5.7;0.047;146.0;0.9934;9.9;6
Vino_3335;6.6;0.425;2.35;0.034;87.0;0.99082;11.4;6
Vino_3336;6.9;0.38;13.65;0.048;189.0;0.99784;9.5;6
Vino_3337;6.9;0.38;13.65;0.048;189.0;0.99784;9.5;6
Vino_3338;6.9;0.38;13.65;0.048;189.0;0.99784;9.5;6
Vino_3339;7.2;0.27;15.2;0.046;41.0;0.99665;10.9;6
Vino_3340;7.6;0.17;4.6;0.05;98.0;0.99422;9.5;6
Vino_3341;6.2;0.3;1.2;0.048;125.0;0.98999;12.6;6
Vino_3342;7.6;0.17;4.6;0.05;98.0;0.99422;9.5;6
Vino_3343;6.5;0.26;6.65;0.059;104.0;0.99254;11.1;5
Vino_3344;6.9;0.36;13.55;0.048;189.0;0.99782;9.5;7
Vino_3345;6.9;0.38;13.65;0.048;189.0;0.99784;9.5;6
Vino_3346;6.8;0.18;9.8;0.058;188.0;0.9952;10.6;6
Vino_3347;6.7;0.18;10.3;0.057;185.0;0.99519;10.6;6
Vino_3348;6.6;0.16;6.7;0.055;157.0;0.99384;10.8;6
Vino_3349;7.2;0.27;15.2;0.046;41.0;0.99665;10.9;6
Vino_3350;6.4;0.17;9.9;0.047;101.0;0.99596;9.9;6
Vino_3351;7.2;0.22;7.2;0.06;132.0;0.9935;11.3;6
Vino_3352;6.0;0.22;1.1;0.034;90.0;0.98862;12.6;6
Vino_3353;6.7;0.36;8.3;0.034;81.0;0.99151;12.5;6
Vino_3354;6.5;0.43;11.25;0.032;87.0;0.9922;12.4;6
Vino_3355;5.9;0.2;12.8;0.038;132.0;0.99426;11.8;7
Vino_3356;5.3;0.32;9.65;0.026;119.0;0.99168;12.2;6
Vino_3357;6.8;0.2;12.6;0.048;136.0;0.99556;10.7;6
Vino_3358;6.0;0.22;12.2;0.033;97.0;0.99356;11.3;7
Vino_3359;6.7;0.36;8.3;0.034;81.0;0.99151;12.5;6
Vino_3360;6.5;0.43;11.25;0.032;87.0;0.9922;12.4;6
Vino_3361;7.1;0.18;1.3;0.033;72.0;0.99072;11.3;7
Vino_3362;6.4;0.17;9.9;0.047;101.0;0.99596;9.9;6
Vino_3363;7.2;0.22;7.2;0.06;132.0;0.9935;11.3;6
Vino_3364;6.0;0.22;1.1;0.034;90.0;0.98862;12.6;6
Vino_3365;6.0;0.2;1.1;0.033;67.0;0.98954;11.5;6
Vino_3366;7.6;0.2;4.8;0.033;76.0;0.99076;12.3;7
Vino_3367;6.2;0.3;1.1;0.032;111.0;0.9889;12.2;6
Vino_3368;6.0;0.29;1.4;0.033;114.0;0.98794;13.2;6
Vino_3369;6.6;0.18;1.7;0.041;161.0;0.99207;10.2;6
Vino_3370;7.0;0.22;10.6;0.039;117.0;0.99355;11.5;7
Vino_3371;6.0;0.29;1.4;0.033;114.0;0.98794;13.2;6
Vino_3372;6.2;0.3;1.1;0.032;111.0;0.9889;12.2;6
Vino_3373;5.6;0.15;5.55;0.051;139.0;0.99336;11.0;6
Vino_3374;6.9;0.28;2.1;0.034;121.0;0.98882;13.2;7
Vino_3375;5.9;0.19;1.7;0.045;135.0;0.99341;9.5;5
Vino_3376;7.8;0.22;9.0;0.047;132.0;0.997;10.2;6
Vino_3377;6.6;0.18;1.7;0.041;161.0;0.99207;10.2;6
Vino_3378;7.0;0.4;1.8;0.05;189.0;0.99174;11.4;6
Vino_3379;6.1;0.28;4.7;0.03;140.0;0.99042;12.5;8
Vino_3380;7.6;0.36;11.3;0.046;221.0;0.9984;9.2;5
Vino_3381;6.5;0.28;3.6;0.04;121.0;0.99111;12.1;7
Vino_3382;6.9;0.19;6.9;0.045;125.0;0.9933;10.7;7
Vino_3383;6.5;0.28;3.6;0.04;121.0;0.99111;12.1;7
Vino_3384;6.4;0.22;4.9;0.046;156.0;0.99316;11.2;6
Vino_3385;6.8;0.23;6.95;0.044;179.0;0.9946;10.6;6
Vino_3386;6.4;0.32;1.9;0.037;126.0;0.99;11.8;6
Vino_3387;6.1;0.28;4.7;0.03;140.0;0.99042;12.5;8
Vino_3388;7.6;0.36;11.3;0.046;221.0;0.9984;9.2;5
Vino_3389;8.8;0.39;1.8;0.096;80.0;0.99016;12.6;6
Vino_3390;6.6;0.24;11.3;0.026;77.0;0.99381;12.8;7
Vino_3391;6.9;0.29;8.2;0.026;112.0;0.99144;12.3;6
Vino_3392;6.9;0.28;8.3;0.026;113.0;0.99139;12.3;8
Vino_3393;6.7;0.38;9.55;0.036;91.0;0.9919;12.4;6
Vino_3394;8.0;0.28;8.4;0.03;115.0;0.99192;12.3;6
Vino_3395;6.5;0.25;7.8;0.048;188.0;0.99576;9.1;5
Vino_3396;6.6;0.26;7.8;0.047;186.0;0.9958;9.1;5
Vino_3397;7.4;0.29;10.2;0.032;138.0;0.9951;10.6;6
Vino_3398;6.3;0.19;5.5;0.042;189.0;0.99304;10.3;6
Vino_3399;6.1;0.33;7.8;0.052;183.0;0.99657;9.5;5
Vino_3400;5.6;0.32;7.4;0.037;95.0;0.99268;11.1;6
Vino_3401;7.7;0.46;3.3;0.054;143.0;0.99392;10.8;6
Vino_3402;8.8;0.19;5.0;0.028;120.0;0.99242;11.2;5
Vino_3403;7.7;0.46;3.3;0.054;143.0;0.99392;10.8;6
Vino_3404;8.8;0.27;5.0;0.024;99.0;0.9925;11.4;5
Vino_3405;5.8;0.18;1.3;0.034;94.0;0.99092;11.2;6
Vino_3406;5.8;0.15;1.2;0.037;119.0;0.99137;10.2;6
Vino_3407;5.6;0.32;7.4;0.037;95.0;0.99268;11.1;6
Vino_3408;6.1;0.33;7.8;0.052;183.0;0.99657;9.5;5
Vino_3409;7.1;0.32;9.9;0.041;192.0;0.99642;10.2;6
Vino_3410;6.2;0.23;0.7;0.051;111.0;0.9916;11.0;3
Vino_3411;8.9;0.3;4.6;0.032;148.0;0.99458;11.5;7
